,age,income,became_member_on,gender_M,gender_O,gender_U
88077,62,56000.0,20160312,0,0,0
136436,59,79000.0,20160503,1,0,0
21505,38,66000.0,20161113,0,0,0
97976,40,62000.0,20171004,0,0,0
102072,118,67800.0,20151126,0,0,1
149685,82,115000.0,20171205,1,0,0
95025,30,47000.0,20180108,1,0,0
5617,61,64000.0,20161025,0,0,0
56403,67,57000.0,20170214,0,1,0
14156,72,55000.0,20151204,0,0,0
3186,83,88000.0,20160410,1,0,0
48813,55,32000.0,20180109,0,0,0
82223,82,97000.0,20151108,1,0,0
101998,40,39000.0,20170815,1,0,0
36363,64,63000.0,20170525,1,0,0
57392,87,99000.0,20151109,0,0,0
142359,58,93000.0,20160927,0,0,0
63586,118,67800.0,20161217,0,0,1
96503,46,88000.0,20170125,0,0,0
80474,60,54000.0,20150924,1,0,0
75760,60,92000.0,20150801,1,0,0
56475,49,104000.0,20171113,0,0,0
37332,51,96000.0,20170416,1,0,0
127546,90,66000.0,20171029,0,0,0
140438,50,63000.0,20170913,0,0,0
102457,50,82000.0,20170124,0,0,0
60939,118,67800.0,20170130,0,0,1
79157,60,47000.0,20180302,1,0,0
6131,67,56000.0,20160105,1,0,0
85072,39,58000.0,20151219,1,0,0
54553,38,75000.0,20180718,1,0,0
28324,53,53000.0,20170802,1,0,0
136824,39,32000.0,20160430,1,0,0
111357,70,73000.0,20131107,1,0,0
60918,42,65000.0,20170812,1,0,0
98039,77,31000.0,20160603,0,0,0
123175,52,73000.0,20160317,1,0,0
106959,23,31000.0,20151116,1,0,0
141305,26,72000.0,20150911,1,0,0
55817,49,73000.0,20160311,0,0,0
4376,61,37000.0,20171018,1,0,0
125181,51,30000.0,20171226,0,0,0
135671,69,33000.0,20170722,0,0,0
26003,48,57000.0,20170502,1,0,0
60837,71,103000.0,20160617,0,0,0
118693,90,72000.0,20170727,1,0,0
121525,84,52000.0,20160930,0,0,0
119469,37,79000.0,20160211,0,0,0
61253,83,58000.0,20170807,0,0,0
77692,85,53000.0,20140808,1,0,0
78753,59,71000.0,20160501,0,0,0
43981,78,58000.0,20160608,0,0,0
143123,47,54000.0,20160621,0,0,0
124131,55,71000.0,20180322,1,0,0
88655,79,81000.0,20151120,0,0,0
120112,43,68000.0,20180405,1,0,0
122740,67,66000.0,20170524,0,0,0
115303,52,41000.0,20180630,0,0,0
129736,43,43000.0,20170813,1,0,0
38743,67,63000.0,20171016,1,0,0
148266,49,64000.0,20150410,0,1,0
43626,90,85000.0,20180109,0,0,0
76931,31,43000.0,20180123,1,0,0
95890,65,75000.0,20160113,1,0,0
138244,68,85000.0,20171213,0,0,0
27076,61,50000.0,20160519,1,0,0
40154,22,35000.0,20170122,1,0,0
121506,48,64000.0,20171203,1,0,0
26266,36,35000.0,20180424,0,0,0
108723,25,53000.0,20171021,1,0,0
83788,56,80000.0,20150826,0,0,0
103102,27,32000.0,20170920,1,0,0
7495,33,51000.0,20170421,0,0,0
101943,50,96000.0,20160712,1,0,0
117927,52,94000.0,20160813,0,0,0
136518,65,74000.0,20160118,0,0,0
62029,56,61000.0,20140310,1,0,0
103977,118,67800.0,20150810,0,0,1
100376,57,72000.0,20150810,0,0,0
88842,22,64000.0,20180210,1,0,0
126986,118,67800.0,20171126,0,0,1
30493,54,46000.0,20141024,1,0,0
73623,30,69000.0,20151124,0,0,0
8956,71,34000.0,20160705,0,0,0
87125,46,74000.0,20161023,0,0,0
63409,56,118000.0,20160715,0,0,0
9976,82,65000.0,20171201,0,0,0
67588,73,57000.0,20160130,1,0,0
117822,97,94000.0,20160815,0,0,0
109971,22,32000.0,20151224,1,0,0
132464,35,57000.0,20131113,0,0,0
32366,59,96000.0,20170525,0,0,0
92703,33,60000.0,20170323,1,0,0
114788,62,57000.0,20171220,1,0,0
2245,71,100000.0,20180712,0,0,0
95148,118,67800.0,20160613,0,0,1
50572,73,58000.0,20180726,1,0,0
121847,92,63000.0,20180225,0,0,0
22811,45,78000.0,20170807,0,0,0
83803,72,41000.0,20151102,0,0,0
4792,45,51000.0,20180108,0,0,0
81840,53,61000.0,20171225,1,0,0
45933,65,57000.0,20160212,1,0,0
128621,63,75000.0,20170813,0,0,0
50675,42,84000.0,20160629,1,0,0
32022,50,110000.0,20170813,1,0,0
101266,38,48000.0,20160518,0,0,0
35238,63,58000.0,20151222,1,0,0
71905,71,65000.0,20141217,1,0,0
123130,118,67800.0,20160721,0,0,1
111240,75,102000.0,20171027,0,0,0
138508,64,93000.0,20180113,0,0,0
131380,26,68000.0,20171103,0,0,0
148748,65,36000.0,20180115,0,0,0
43342,40,45000.0,20160210,1,0,0
38224,35,45000.0,20151018,0,0,0
40320,78,46000.0,20160520,1,0,0
150139,71,90000.0,20170127,1,0,0
130783,43,49000.0,20170821,0,0,0
85272,71,32000.0,20180628,1,0,0
140571,57,79000.0,20160630,1,0,0
14240,73,79000.0,20170916,0,0,0
15016,38,54000.0,20170410,0,0,0
83082,33,42000.0,20150929,1,0,0
106242,69,39000.0,20150428,1,0,0
71624,75,65000.0,20180124,0,0,0
96608,27,73000.0,20171222,1,0,0
122879,81,116000.0,20170816,0,0,0
140641,61,58000.0,20171006,1,0,0
8030,23,65000.0,20160904,1,0,0
72608,40,56000.0,20170427,1,0,0
87502,54,71000.0,20170922,1,0,0
96796,62,90000.0,20170202,1,0,0
85697,60,79000.0,20161025,1,0,0
131066,38,54000.0,20150113,1,0,0
151012,118,67800.0,20180329,0,0,1
52922,118,67800.0,20150626,0,0,1
78284,18,49000.0,20160217,1,0,0
57642,118,67800.0,20171104,0,0,1
46600,35,33000.0,20171017,0,0,0
111334,118,67800.0,20170725,0,0,1
136455,57,80000.0,20170415,1,0,0
29868,83,71000.0,20171205,1,0,0
142253,49,64000.0,20150823,1,0,0
60898,118,67800.0,20151213,0,0,1
25979,70,58000.0,20150914,0,0,0
127,42,97000.0,20161227,1,0,0
11903,77,117000.0,20160414,0,0,0
94464,118,67800.0,20180321,0,0,1
67414,84,92000.0,20180125,0,0,0
142077,51,48000.0,20170910,1,0,0
96153,30,47000.0,20151105,1,0,0
3963,74,64000.0,20151101,0,0,0
108552,35,35000.0,20151216,1,0,0
103313,26,46000.0,20171004,1,0,0
93274,62,64000.0,20160730,1,0,0
91121,118,67800.0,20160713,0,0,1
143079,43,53000.0,20170329,1,0,0
8688,26,38000.0,20170815,1,0,0
76811,67,62000.0,20171205,0,0,0
114281,66,77000.0,20171108,0,0,0
34315,66,40000.0,20171110,1,0,0
133041,118,67800.0,20170719,0,0,1
79125,51,82000.0,20160913,0,0,0
96780,67,46000.0,20171207,1,0,0
49251,43,66000.0,20170705,0,0,0
37150,89,38000.0,20171016,0,0,0
45587,60,84000.0,20170525,1,0,0
133286,65,89000.0,20151212,1,0,0
146855,86,58000.0,20150813,1,0,0
31708,40,79000.0,20160911,1,0,0
107773,63,75000.0,20171023,0,0,0
150191,21,39000.0,20160213,1,0,0
94457,60,99000.0,20180116,0,0,0
135269,74,47000.0,20180523,1,0,0
29067,59,52000.0,20160907,0,0,0
90493,58,54000.0,20170304,1,0,0
116585,55,103000.0,20170622,0,0,0
62199,44,94000.0,20140520,1,0,0
49698,51,54000.0,20170806,1,0,0
123088,56,74000.0,20151209,0,0,0
112277,34,32000.0,20180520,1,0,0
81950,118,67800.0,20180201,0,0,1
77867,36,34000.0,20180228,1,0,0
44138,72,36000.0,20171005,1,0,0
8936,64,63000.0,20171023,0,0,0
120367,30,49000.0,20160607,1,0,0
1512,37,64000.0,20180105,1,0,0
97773,118,67800.0,20160928,0,0,1
58657,55,112000.0,20150923,1,0,0
75991,20,35000.0,20170109,1,0,0
2446,53,83000.0,20160905,0,0,0
7526,50,86000.0,20170830,1,0,0
57860,42,74000.0,20171202,0,0,0
41202,58,95000.0,20151109,0,1,0
145826,46,71000.0,20180104,1,0,0
76390,43,64000.0,20171002,1,0,0
112820,27,67000.0,20171018,1,0,0
16754,29,33000.0,20160212,0,0,0
27047,58,93000.0,20180102,1,0,0
124054,53,43000.0,20170922,0,0,0
10001,29,43000.0,20180104,0,0,0
25751,78,54000.0,20140923,0,0,0
75860,74,80000.0,20160815,0,0,0
105564,57,59000.0,20180618,0,0,0
66785,44,53000.0,20171027,0,0,0
131603,32,71000.0,20171010,0,0,0
30114,63,71000.0,20160214,0,0,0
22491,39,52000.0,20180706,1,0,0
71854,55,83000.0,20151115,1,0,0
129866,41,34000.0,20140709,1,0,0
42384,29,39000.0,20140922,1,0,0
5456,35,37000.0,20161117,1,0,0
92964,66,84000.0,20161020,1,0,0
114743,118,67800.0,20160116,0,0,1
90122,55,71000.0,20170212,1,0,0
135642,25,73000.0,20171219,1,0,0
3966,76,76000.0,20171113,0,0,0
102292,118,67800.0,20171211,0,0,1
132497,46,91000.0,20171024,0,1,0
65223,53,50000.0,20161007,1,0,0
82503,30,31000.0,20160715,0,0,0
107890,118,67800.0,20150907,0,0,1
79947,49,52000.0,20180327,1,0,0
51656,32,40000.0,20180717,0,0,0
48303,26,48000.0,20171023,0,0,0
6017,64,51000.0,20150312,0,0,0
44869,63,53000.0,20170126,0,0,0
107566,21,34000.0,20180225,1,0,0
141538,118,67800.0,20171120,0,0,1
8543,60,77000.0,20170912,1,0,0
141740,52,89000.0,20180302,0,0,0
27617,62,74000.0,20170701,0,0,0
123895,65,39000.0,20140308,0,0,0
138770,97,41000.0,20161030,0,0,0
29111,67,75000.0,20161107,1,0,0
125362,32,43000.0,20170531,0,0,0
127011,63,99000.0,20160824,1,0,0
68954,49,41000.0,20161020,0,1,0
50597,36,46000.0,20171030,1,0,0
57586,34,65000.0,20170505,1,0,0
82717,84,82000.0,20170602,1,0,0
81947,25,48000.0,20150622,0,0,0
91171,93,90000.0,20170218,1,0,0
109669,67,67000.0,20160904,0,0,0
54619,44,97000.0,20171113,0,0,0
145313,118,67800.0,20180517,0,0,1
58206,51,48000.0,20161217,0,0,0
123573,93,48000.0,20131025,0,0,0
64321,26,55000.0,20170205,1,0,0
129676,64,54000.0,20171011,1,0,0
128437,41,58000.0,20170822,1,0,0
86965,66,72000.0,20160321,1,0,0
11107,39,44000.0,20160503,1,0,0
11504,27,44000.0,20170807,1,0,0
10986,55,74000.0,20171123,0,0,0
70198,48,77000.0,20180504,1,0,0
83267,43,68000.0,20171208,0,0,0
58321,32,68000.0,20140402,1,0,0
127574,66,60000.0,20180722,1,0,0
68498,28,34000.0,20160824,0,0,0
44498,88,69000.0,20150819,1,0,0
84658,55,104000.0,20170929,0,0,0
141816,67,116000.0,20171017,0,0,0
69056,68,48000.0,20170119,1,0,0
56410,68,68000.0,20170311,0,0,0
14715,46,31000.0,20160409,1,0,0
91870,58,41000.0,20170426,0,0,0
118119,65,117000.0,20161215,0,0,0
119566,83,66000.0,20160518,1,0,0
66727,60,46000.0,20171217,1,0,0
81836,71,32000.0,20160517,0,0,0
62706,75,109000.0,20170514,0,0,0
144157,118,67800.0,20180721,0,0,1
114204,72,54000.0,20161204,0,0,0
143416,53,39000.0,20170905,1,0,0
103181,73,56000.0,20180426,0,0,0
149886,118,67800.0,20160712,0,0,1
142008,64,88000.0,20170928,1,0,0
144496,43,39000.0,20131015,1,0,0
102117,20,33000.0,20171106,1,0,0
114417,61,56000.0,20161018,0,0,0
149993,62,45000.0,20150202,0,0,0
111820,53,87000.0,20171015,1,0,0
46043,118,67800.0,20161027,0,0,1
120230,47,40000.0,20131109,1,0,0
66343,59,66000.0,20140903,1,0,0
118642,33,51000.0,20170421,0,0,0
81283,32,50000.0,20140413,0,0,0
98561,42,87000.0,20170504,1,0,0
123250,67,101000.0,20161017,0,0,0
39653,67,103000.0,20160306,0,0,0
92356,56,82000.0,20150727,1,0,0
82474,41,55000.0,20150315,0,0,0
57885,60,87000.0,20131027,0,0,0
96449,76,94000.0,20160615,1,0,0
12763,75,49000.0,20171217,1,0,0
104447,68,92000.0,20171027,1,0,0
28063,80,87000.0,20170726,0,0,0
43185,50,104000.0,20170627,1,0,0
136615,22,57000.0,20131224,1,0,0
84444,59,78000.0,20170812,1,0,0
49692,46,34000.0,20160520,1,0,0
82878,118,67800.0,20170811,0,0,1
77047,52,93000.0,20140105,1,0,0
125364,38,60000.0,20171019,1,0,0
99818,66,96000.0,20180205,0,0,0
138474,19,67000.0,20170507,1,0,0
121257,55,55000.0,20160529,1,0,0
138167,39,65000.0,20180127,1,0,0
23259,56,35000.0,20171106,1,0,0
74731,41,60000.0,20150816,1,0,0
61765,118,67800.0,20160503,0,0,1
132608,47,93000.0,20180401,0,0,0
151113,49,93000.0,20180112,1,0,0
84142,21,41000.0,20170101,1,0,0
19641,118,67800.0,20160426,0,0,1
45256,118,67800.0,20161022,0,0,1
113148,38,68000.0,20170526,0,0,0
64081,118,67800.0,20170922,0,0,1
49215,72,67000.0,20141230,1,0,0
33758,53,96000.0,20170501,1,0,0
25123,25,68000.0,20151027,1,0,0
122142,52,67000.0,20180417,0,0,0
128022,52,47000.0,20171020,1,0,0
150217,47,65000.0,20160724,0,0,0
113998,54,34000.0,20161005,0,0,0
102672,52,67000.0,20160131,1,0,0
2720,55,98000.0,20170201,1,0,0
91252,49,34000.0,20171225,1,0,0
3138,54,94000.0,20171004,1,0,0
117569,65,59000.0,20131207,0,0,0
56502,34,33000.0,20171103,0,0,0
77468,21,32000.0,20170303,1,0,0
99800,35,65000.0,20180531,0,0,0
32340,63,78000.0,20170615,0,0,0
117674,67,50000.0,20151123,0,0,0
83571,67,72000.0,20170226,1,0,0
133500,73,37000.0,20160704,0,0,0
113176,37,96000.0,20161222,1,0,0
112317,32,46000.0,20161015,1,0,0
101995,69,47000.0,20140502,1,0,0
68910,44,87000.0,20160519,0,0,0
148691,84,62000.0,20160326,1,0,0
97842,28,75000.0,20170824,0,0,0
15466,21,31000.0,20161101,0,0,0
83673,49,31000.0,20180322,0,0,0
7498,118,67800.0,20170915,0,0,1
102644,77,33000.0,20171005,1,0,0
75038,76,75000.0,20160815,1,0,0
133508,73,90000.0,20151201,0,0,0
12386,42,80000.0,20170209,1,0,0
108153,71,52000.0,20180717,1,0,0
76937,94,84000.0,20161130,0,0,0
122725,41,73000.0,20180207,1,0,0
82703,74,83000.0,20170601,0,0,0
75367,68,61000.0,20170820,1,0,0
69944,61,51000.0,20161026,0,0,0
26732,37,56000.0,20160610,1,0,0
5632,21,59000.0,20180618,0,0,0
59780,35,36000.0,20160405,0,0,0
148177,52,81000.0,20160913,1,0,0
33868,69,41000.0,20180707,0,0,0
75045,69,36000.0,20180705,0,0,0
4322,18,56000.0,20130808,1,0,0
75428,18,73000.0,20171020,1,0,0
46887,26,61000.0,20170413,1,0,0
110458,52,42000.0,20170316,0,0,0
66776,118,67800.0,20150928,0,0,1
116046,59,73000.0,20180111,1,0,0
12240,86,67000.0,20180703,0,0,0
62298,68,76000.0,20170417,0,1,0
63268,44,96000.0,20160417,1,0,0
85292,50,105000.0,20171030,0,0,0
88106,76,52000.0,20180411,0,0,0
33469,62,73000.0,20160320,1,0,0
72845,118,67800.0,20170805,0,0,1
68667,64,119000.0,20160823,0,0,0
74411,118,67800.0,20160129,0,0,1
135495,76,64000.0,20150715,1,0,0
125387,54,39000.0,20180523,1,0,0
56240,64,57000.0,20151021,1,0,0
130556,81,70000.0,20160601,1,0,0
47403,37,89000.0,20151122,0,0,0
117410,88,67000.0,20180413,1,0,0
73197,62,84000.0,20170923,1,0,0
73620,53,69000.0,20160108,1,0,0
146992,54,41000.0,20150815,1,0,0
89813,50,38000.0,20170126,1,0,0
103960,48,31000.0,20171016,0,0,0
101201,71,57000.0,20170629,1,0,0
78922,51,71000.0,20170422,1,0,0
130618,46,73000.0,20150221,0,0,0
32344,57,30000.0,20160930,1,0,0
72465,71,37000.0,20161111,0,0,0
3881,84,57000.0,20160131,1,0,0
120130,43,45000.0,20151129,1,0,0
105257,58,69000.0,20171006,0,0,0
141317,53,37000.0,20161014,0,0,0
112554,45,71000.0,20160524,1,0,0
148366,67,67000.0,20170813,1,0,0
56308,47,77000.0,20160306,0,0,0
102082,53,99000.0,20160311,0,0,0
99639,118,67800.0,20170806,0,0,1
44070,46,68000.0,20160115,1,0,0
72998,69,70000.0,20160327,0,0,0
34802,118,67800.0,20170805,0,0,1
66911,63,46000.0,20140812,1,0,0
104834,55,75000.0,20170701,0,0,0
81526,51,79000.0,20140913,1,0,0
30877,83,67000.0,20180513,0,0,0
109040,56,50000.0,20170727,1,0,0
7481,29,38000.0,20170502,1,0,0
84578,62,102000.0,20161003,1,0,0
47144,118,67800.0,20130824,0,0,1
3235,24,40000.0,20180103,1,0,0
79916,60,77000.0,20180115,1,0,0
93791,38,100000.0,20150930,1,0,0
144086,64,69000.0,20170710,0,0,0
103201,36,73000.0,20161122,0,0,0
135202,23,36000.0,20160602,1,0,0
27046,58,81000.0,20171029,0,0,0
146981,51,73000.0,20171228,1,0,0
133351,43,95000.0,20160719,0,0,0
7232,70,101000.0,20160907,0,0,0
15752,118,67800.0,20160617,0,0,1
119919,39,85000.0,20160919,0,0,0
119020,66,64000.0,20180120,1,0,0
65156,70,35000.0,20180304,1,0,0
136891,26,49000.0,20131123,1,0,0
131649,87,85000.0,20171130,0,0,0
123562,43,52000.0,20151218,1,0,0
74103,42,51000.0,20160729,1,0,0
87523,83,70000.0,20151230,1,0,0
131832,45,40000.0,20141230,1,0,0
83291,51,90000.0,20170508,0,0,0
93809,51,98000.0,20160107,1,0,0
110331,48,57000.0,20161130,1,0,0
104979,74,57000.0,20180713,0,0,0
126498,58,60000.0,20150613,1,0,0
146219,49,31000.0,20180322,0,0,0
67661,19,50000.0,20160725,1,0,0
135126,118,67800.0,20160513,0,0,1
77553,54,46000.0,20170810,1,0,0
148674,63,97000.0,20170623,1,0,0
40361,19,40000.0,20180123,1,0,0
35711,68,38000.0,20140630,1,0,0
118829,34,42000.0,20180717,0,0,0
135578,56,111000.0,20170921,0,0,0
109961,83,43000.0,20171020,1,0,0
120709,87,79000.0,20171226,0,0,0
93774,51,47000.0,20151031,1,0,0
150863,53,91000.0,20180412,0,0,0
123046,56,82000.0,20170410,1,0,0
71517,118,67800.0,20170728,0,0,1
71474,55,72000.0,20170603,1,0,0
84116,42,57000.0,20140102,1,0,0
145447,118,67800.0,20160110,0,0,1
107841,118,67800.0,20160212,0,0,1
134041,67,60000.0,20160506,1,0,0
142976,50,95000.0,20151007,0,0,0
107679,26,74000.0,20161124,1,0,0
42611,118,67800.0,20150831,0,0,1
29695,65,58000.0,20170924,0,0,0
62737,73,80000.0,20170303,0,0,0
101056,24,60000.0,20150829,1,0,0
118708,23,35000.0,20180611,1,0,0
6675,53,53000.0,20170408,1,0,0
53288,118,67800.0,20180206,0,0,1
135579,41,89000.0,20171025,1,0,0
140812,68,79000.0,20170524,0,0,0
6415,55,91000.0,20160919,0,0,0
102164,57,30000.0,20160612,0,0,0
97155,38,58000.0,20171013,0,0,0
98351,48,56000.0,20150923,1,0,0
47909,18,55000.0,20171118,1,0,0
43819,55,76000.0,20170717,1,0,0
108727,62,117000.0,20180707,0,0,0
144762,118,67800.0,20171113,0,0,1
28523,58,78000.0,20161116,1,0,0
53711,118,67800.0,20170717,0,0,1
138388,39,54000.0,20160921,0,0,0
138643,37,42000.0,20180407,1,0,0
48237,53,70000.0,20140316,1,0,0
135426,36,64000.0,20171010,0,0,0
141930,58,119000.0,20171207,0,0,0
137245,118,67800.0,20151002,0,0,1
45963,118,67800.0,20170831,0,0,1
58817,58,110000.0,20150806,0,0,0
94827,60,75000.0,20171031,1,0,0
84859,56,113000.0,20151018,1,0,0
145836,20,48000.0,20170411,1,0,0
68537,19,59000.0,20150814,1,0,0
65397,53,91000.0,20170129,0,0,0
110766,78,74000.0,20171008,1,0,0
123504,65,53000.0,20180209,1,0,0
82488,25,34000.0,20171008,1,0,0
75322,118,67800.0,20180413,0,0,1
82201,85,75000.0,20170418,0,0,0
33640,24,59000.0,20170110,1,0,0
102759,118,67800.0,20160411,0,0,1
131317,66,46000.0,20180127,1,0,0
120049,84,108000.0,20160701,0,0,0
68235,23,32000.0,20140221,1,0,0
116519,55,61000.0,20150907,1,0,0
133172,42,62000.0,20180405,1,0,0
110349,49,59000.0,20180604,0,0,0
64411,42,60000.0,20130831,1,0,0
113449,55,61000.0,20150907,1,0,0
112655,55,56000.0,20180302,1,0,0
94558,39,51000.0,20150804,1,0,0
42885,118,67800.0,20170728,0,0,1
141263,31,43000.0,20180503,1,0,0
93785,38,52000.0,20150813,1,0,0
61755,43,67000.0,20140817,1,0,0
139948,34,38000.0,20170826,1,0,0
58951,72,81000.0,20171229,0,0,0
116715,70,36000.0,20160829,1,0,0
73856,92,38000.0,20180208,1,0,0
100100,118,67800.0,20171130,0,0,1
29622,80,75000.0,20170203,1,0,0
128298,79,66000.0,20151007,1,0,0
128773,63,66000.0,20160614,0,0,0
39611,60,102000.0,20171208,0,0,0
66200,75,86000.0,20151223,1,0,0
134555,55,82000.0,20180209,0,0,0
30107,53,74000.0,20130822,1,0,0
133589,59,70000.0,20170717,1,0,0
110513,84,37000.0,20160904,1,0,0
45247,65,105000.0,20180425,1,0,0
58136,39,94000.0,20171004,0,0,0
32949,54,37000.0,20171231,1,0,0
140969,24,70000.0,20180707,1,0,0
37843,68,59000.0,20160515,1,0,0
1908,58,68000.0,20171127,0,0,0
119402,118,67800.0,20170414,0,0,1
95216,76,94000.0,20160615,1,0,0
134239,80,79000.0,20170622,0,0,0
126932,41,41000.0,20141012,1,0,0
48565,66,68000.0,20170305,1,0,0
3910,73,58000.0,20170713,0,0,0
143210,55,75000.0,20160607,1,0,0
38878,38,37000.0,20150530,1,0,0
147491,33,41000.0,20170923,0,0,0
102711,81,108000.0,20171204,0,0,0
129040,34,50000.0,20140824,1,0,0
102784,46,40000.0,20180516,1,0,0
138782,50,82000.0,20161022,0,0,0
90588,46,93000.0,20180322,0,0,0
131369,118,67800.0,20161024,0,0,1
129767,72,54000.0,20161204,0,0,0
61132,118,67800.0,20171008,0,0,1
112644,47,88000.0,20140913,0,0,0
78611,55,76000.0,20170717,1,0,0
43581,33,53000.0,20151114,0,0,0
56339,50,86000.0,20160423,1,0,0
57492,19,69000.0,20170915,1,0,0
65846,37,51000.0,20160104,1,0,0
1976,58,114000.0,20160816,1,0,0
45595,71,99000.0,20171101,0,0,0
100256,48,48000.0,20180521,1,0,0
26669,45,45000.0,20161118,1,0,0
142685,59,36000.0,20170216,1,0,0
126937,55,57000.0,20170502,1,0,0
149607,77,71000.0,20170425,0,0,0
69581,76,60000.0,20160115,1,0,0
136674,81,82000.0,20180221,1,0,0
119925,71,95000.0,20160406,1,0,0
22620,68,108000.0,20170731,1,0,0
100389,55,89000.0,20151030,0,0,0
112491,24,53000.0,20151103,0,0,0
36809,39,95000.0,20171227,0,0,0
104351,23,44000.0,20171026,1,0,0
134592,68,73000.0,20150224,1,0,0
81164,26,68000.0,20171103,0,0,0
91017,31,58000.0,20160330,0,0,0
64514,44,35000.0,20170118,0,0,0
98153,89,52000.0,20160509,1,0,0
64935,49,97000.0,20160814,1,0,0
13019,79,95000.0,20170610,0,0,0
108747,66,34000.0,20170815,0,0,0
79780,50,53000.0,20161123,1,0,0
144743,52,71000.0,20150718,1,0,0
119586,118,67800.0,20170126,0,0,1
72112,61,62000.0,20170512,0,0,0
125001,88,78000.0,20160116,1,0,0
135998,69,67000.0,20140429,1,0,0
108193,35,40000.0,20171022,1,0,0
53938,49,56000.0,20160517,1,0,0
150493,118,67800.0,20160819,0,0,1
27508,35,42000.0,20160628,0,0,0
88899,70,114000.0,20151013,1,0,0
60977,43,100000.0,20160728,0,1,0
128503,50,76000.0,20151123,0,1,0
78049,42,96000.0,20180324,0,0,0
141319,44,66000.0,20160412,1,0,0
55167,55,109000.0,20161221,1,0,0
42291,72,94000.0,20161103,1,0,0
23376,54,113000.0,20161227,0,0,0
97072,80,51000.0,20180328,1,0,0
137409,69,64000.0,20170407,0,0,0
4559,57,77000.0,20170908,1,0,0
124798,48,85000.0,20160201,0,0,0
81295,33,30000.0,20170819,0,0,0
100869,65,76000.0,20170112,1,0,0
48416,54,48000.0,20141120,0,0,0
90177,86,40000.0,20160715,0,0,0
74195,84,82000.0,20170602,1,0,0
138463,50,62000.0,20150806,1,0,0
134196,38,38000.0,20170618,0,0,0
120231,37,67000.0,20150806,1,0,0
96946,52,48000.0,20180710,1,0,0
143477,45,84000.0,20160528,1,0,0
129798,66,33000.0,20150322,1,0,0
76311,60,56000.0,20170913,0,0,0
151407,66,55000.0,20170527,0,0,0
128727,48,40000.0,20171028,1,0,0
136717,50,38000.0,20170126,1,0,0
117377,51,59000.0,20170304,1,0,0
123386,29,47000.0,20170316,0,0,0
68977,118,67800.0,20140531,0,0,1
31110,38,44000.0,20160221,1,0,0
8739,55,80000.0,20171221,0,0,0
83122,72,80000.0,20170123,1,0,0
72439,37,53000.0,20170816,0,0,0
132454,38,58000.0,20171013,0,0,0
70335,44,39000.0,20171125,1,0,0
119111,61,57000.0,20160805,1,0,0
141179,118,67800.0,20170214,0,0,1
96972,19,73000.0,20180321,1,0,0
115453,41,70000.0,20171209,0,0,0
29081,53,65000.0,20171128,0,0,0
68949,118,67800.0,20170615,0,0,1
109303,55,56000.0,20160818,1,0,0
145957,76,47000.0,20161011,0,0,0
95222,49,61000.0,20150331,1,0,0
118091,27,39000.0,20171202,1,0,0
122534,58,72000.0,20160111,1,0,0
107249,118,67800.0,20150809,0,0,1
86673,54,56000.0,20170212,0,0,0
101956,39,33000.0,20180217,1,0,0
136877,80,75000.0,20171209,0,0,0
123732,76,55000.0,20170821,1,0,0
108769,45,63000.0,20180506,1,0,0
5443,58,75000.0,20160921,0,0,0
79581,65,99000.0,20160928,0,0,0
74319,64,108000.0,20170218,0,0,0
122157,52,31000.0,20170815,1,0,0
21046,74,107000.0,20151224,0,0,0
95700,29,50000.0,20160430,1,0,0
104481,60,32000.0,20171205,0,0,0
112472,67,39000.0,20160107,1,0,0
37163,38,67000.0,20151016,1,0,0
26129,73,88000.0,20160416,0,0,0
12153,23,53000.0,20131024,1,0,0
57192,31,69000.0,20180214,0,0,0
27479,46,54000.0,20161022,1,0,0
56211,28,39000.0,20180302,1,0,0
112501,59,47000.0,20170829,1,0,0
18966,118,67800.0,20160824,0,0,1
99908,41,71000.0,20160216,1,0,0
29719,24,51000.0,20180508,1,0,0
39999,66,42000.0,20160724,0,0,0
98067,63,50000.0,20170822,1,0,0
116831,26,67000.0,20180521,1,0,0
74914,48,60000.0,20160419,1,0,0
143007,87,40000.0,20171025,0,0,0
65139,34,46000.0,20150925,0,0,0
101606,41,85000.0,20180517,1,0,0
32,64,83000.0,20161224,0,0,0
74738,45,56000.0,20170416,0,0,0
59880,89,96000.0,20160528,1,0,0
149889,36,36000.0,20170731,0,0,0
104864,69,67000.0,20170107,1,0,0
111242,40,52000.0,20130809,1,0,0
9556,50,69000.0,20170728,0,0,0
122656,21,68000.0,20170921,1,0,0
90524,83,49000.0,20180222,1,0,0
113715,28,66000.0,20150501,0,0,0
103289,65,87000.0,20160220,0,0,0
68601,46,96000.0,20140827,0,0,0
97938,42,54000.0,20171221,1,0,0
98006,53,75000.0,20171201,0,0,0
138560,40,89000.0,20161224,1,0,0
47179,47,54000.0,20180213,1,0,0
79723,25,59000.0,20150226,1,0,0
125451,63,89000.0,20170507,1,0,0
101726,69,92000.0,20170801,1,0,0
73926,21,70000.0,20180223,1,0,0
123670,63,99000.0,20170625,0,0,0
145543,88,95000.0,20150903,0,0,0
81270,65,64000.0,20171225,0,0,0
46560,65,56000.0,20180221,0,0,0
62636,118,67800.0,20170220,0,0,1
90132,52,83000.0,20160422,1,0,0
137885,53,71000.0,20171026,1,0,0
28159,84,62000.0,20160326,1,0,0
125582,118,67800.0,20180124,0,0,1
